pairid,origin,destination,time_dep,time_arr,changes,dur,products,comments,tripdur,traintype_ice,traintype_ic
31,"Aachen Hbf","Bautzen","8:18 AM","6:37 PM",7,"10:19","RE, RE, RE, IC, IC, IC, RB, OE","",619,0,1
31,"Aachen Hbf","Bautzen","8:39 AM","6:12 PM",3,"9:33","THA, ICE, EC, RE","",573,1,0
31,"Aachen Hbf","Bautzen","8:13 AM","6:37 PM",6,"10:24","RE, RE, IC, IC, IC, RB, OE","",624,0,1
31,"Aachen Hbf","Bautzen","7:39 AM","4:57 PM",2,"9:18","ICE, ICE, RE","",558,1,0
31,"Aachen Hbf","Bautzen","8:13 AM","6:57 PM",5,"10:44","RE, RE, IC, IC, IC, RE","",644,0,1
31,"Aachen Hbf","Bautzen","6:51 AM","2:57 PM",3,"8:06","RE, ICE, ICE, RE","",486,1,0
31,"Aachen Hbf","Bautzen","7:51 AM","6:57 PM",3,"11:06","RE, IC, IC, RE","",666,0,1
31,"Aachen Hbf","Bautzen","7:51 AM","4:57 PM",3,"9:06","RE, EC, ICE, RE","",546,1,0
31,"Aachen Hbf","Bautzen","6:18 AM","4:57 PM",5,"10:39","RE, RE, RE, IC, IC, RE","",639,0,1
31,"Aachen Hbf","Bautzen","8:18 AM","6:57 PM",6,"10:39","RE, RE, RE, IC, IC, IC, RE","",639,0,1
31,"Aachen Hbf","Bautzen","8:51 AM","4:57 PM",3,"8:06","RE, ICE, ICE, RE","",486,1,0
31,"Aachen Hbf","Bautzen","9:18 AM","6:37 PM",5,"9:19","RE, ICE, IC, IC, RB, OE","",559,1,1
31,"Aachen Hbf","Bautzen","6:18 AM","4:37 PM",6,"10:19","RE, RE, RE, IC, IC, RB, OE","",619,0,1
31,"Aachen Hbf","Bautzen","6:28 AM","3:48 PM",4,"9:20","RE, ICE, RE, OE, RE","",560,1,0
31,"Aachen Hbf","Bautzen","6:13 AM","4:57 PM",4,"10:44","RE, RE, IC, IC, RE","",644,0,1
31,"Aachen Hbf","Bautzen","7:39 AM","4:37 PM",4,"8:58","ICE, ICE, IC, RB, OE","",538,1,1
31,"Aachen Hbf","Bautzen","9:51 AM","6:57 PM",3,"9:06","RE, EC, ICE, RE","",546,1,0
31,"Aachen Hbf","Bautzen","9:51 AM","6:37 PM",4,"8:46","RE, ICE, IC, RB, OE","",526,1,1
31,"Aachen Hbf","Bautzen","6:13 AM","4:37 PM",5,"10:24","RE, RE, IC, IC, RB, OE","",624,0,1
31,"Aachen Hbf","Bautzen","7:51 AM","6:37 PM",4,"10:46","RE, IC, IC, RB, OE","",646,0,1
32,"Aachen Hbf","Bayreuth Hbf","8:18 AM","2:55 PM",2,"6:37","RE, ICE, RE","",397,1,0
32,"Aachen Hbf","Bayreuth Hbf","7:51 AM","1:30 PM",3,"5:39","RE, ICE, ICE, IRE","",339,1,0
32,"Aachen Hbf","Bayreuth Hbf","8:51 AM","3:30 PM",2,"6:39","RE, ICE, IRE","",399,1,0
32,"Aachen Hbf","Bayreuth Hbf","9:51 AM","5:30 PM",4,"7:39","RE, EC, ICE, ICE, IRE","",459,1,0
32,"Aachen Hbf","Bayreuth Hbf","6:18 AM","2:55 PM",7,"8:37","RE, HLB, RE, HLB, RE, RE, RE, RE","",517,0,0
32,"Aachen Hbf","Bayreuth Hbf","6:28 AM","12:55 PM",2,"6:27","RE, ICE, RE","",387,1,0
32,"Aachen Hbf","Bayreuth Hbf","6:51 AM","1:30 PM",2,"6:39","RE, ICE, IRE","",399,1,0
32,"Aachen Hbf","Bayreuth Hbf","9:18 AM","3:30 PM",2,"6:12","RE, ICE, IRE","",372,1,0
32,"Aachen Hbf","Bayreuth Hbf","8:39 AM","2:55 PM",3,"6:16","THA, RB, ICE, RE","",376,1,0
32,"Aachen Hbf","Bayreuth Hbf","8:18 AM","4:55 PM",7,"8:37","RE, HLB, RE, HLB, RE, RE, RE, RE","",517,0,0
32,"Aachen Hbf","Bayreuth Hbf","9:51 AM","3:30 PM",3,"5:39","RE, ICE, ICE, IRE","",339,1,0
32,"Aachen Hbf","Bayreuth Hbf","7:39 AM","1:30 PM",2,"5:51","ICE, ICE, IRE","",351,1,0
33,"Aachen Hbf","Beeskow","8:18 AM","5:20 PM",5,"9:02","RE, RE, RE, IC, RE, OE","",542,0,1
33,"Aachen Hbf","Beeskow","6:28 AM","2:20 PM",3,"7:52","RE, ICE, RE, OE","",472,1,0
33,"Aachen Hbf","Beeskow","7:39 AM","3:20 PM",3,"7:41","ICE, ICE, RE, OE","",461,1,0
33,"Aachen Hbf","Beeskow","9:18 AM","5:20 PM",3,"8:02","RE, ICE, RE, OE","",482,1,0
33,"Aachen Hbf","Beeskow","8:13 AM","5:20 PM",4,"9:07","RE, RE, IC, RE, OE","",547,0,1
33,"Aachen Hbf","Beeskow","8:39 AM","4:20 PM",3,"7:41","THA, ICE, RE, OE","",461,1,0
33,"Aachen Hbf","Beeskow","6:13 AM","3:20 PM",4,"9:07","RE, RE, IC, RE, OE","",547,0,1
33,"Aachen Hbf","Beeskow","6:18 AM","3:20 PM",5,"9:02","RE, RE, RE, IC, RE, OE","",542,0,1
34,"Aachen Hbf","Bergheim(Erft)","8:39 AM","9:56 AM",1,"1:17","THA, RB","",77,0,0
34,"Aachen Hbf","Bergheim(Erft)","7:18 AM","8:26 AM",1,"1:08","RE, RB","",68,0,0
34,"Aachen Hbf","Bergheim(Erft)","6:28 AM","7:26 AM",1,"0:58","RE, RB","",58,0,0
34,"Aachen Hbf","Bergheim(Erft)","8:18 AM","9:26 AM",1,"1:08","RE, RB","",68,0,0
34,"Aachen Hbf","Bergheim(Erft)","7:39 AM","8:56 AM",1,"1:17","ICE, RB","",77,1,0
34,"Aachen Hbf","Bergheim(Erft)","9:18 AM","10:26 AM",1,"1:08","RE, RB","",68,0,0
35,"Aachen Hbf","Bergisch Gladbach","8:18 AM","9:47 AM",1,"1:29","RE, S","",89,0,0
35,"Aachen Hbf","Bergisch Gladbach","6:28 AM","8:07 AM",1,"1:39","RE, S","",99,0,0
35,"Aachen Hbf","Bergisch Gladbach","9:18 AM","10:47 AM",1,"1:29","RE, S","",89,0,0
35,"Aachen Hbf","Bergisch Gladbach","7:39 AM","8:47 AM",1,"1:08","ICE, S","",68,1,0
35,"Aachen Hbf","Bergisch Gladbach","8:51 AM","10:27 AM",1,"1:36","RE, S","",96,0,0
35,"Aachen Hbf","Bergisch Gladbach","8:39 AM","9:47 AM",1,"1:08","THA, S","",68,0,0
35,"Aachen Hbf","Bergisch Gladbach","6:56 AM","8:27 AM",1,"1:31","RE, S","",91,0,0
35,"Aachen Hbf","Bergisch Gladbach","7:51 AM","9:27 AM",1,"1:36","RE, S","",96,0,0
35,"Aachen Hbf","Bergisch Gladbach","6:18 AM","7:47 AM",1,"1:29","RE, S","",89,0,0
35,"Aachen Hbf","Bergisch Gladbach","7:18 AM","8:47 AM",1,"1:29","RE, S","",89,0,0
36,"Aachen Hbf","Berlin Hbf","8:18 AM","3:20 PM",3,"7:02","RE, RE, RE, IC","",422,0,1
36,"Aachen Hbf","Berlin Hbf","6:13 AM","1:19 PM",2,"7:06","RE, RE, IC","",426,0,1
36,"Aachen Hbf","Berlin Hbf","7:39 AM","1:11 PM",1,"5:32","ICE, ICE","",332,1,0
36,"Aachen Hbf","Berlin Hbf","6:18 AM","1:19 PM",3,"7:01","RE, RE, RE, IC","",421,0,1
36,"Aachen Hbf","Berlin Hbf","8:39 AM","2:12 PM",1,"5:33","THA, ICE","",333,1,0
36,"Aachen Hbf","Berlin Hbf","8:13 AM","3:20 PM",2,"7:07","RE, RE, IC","",427,0,1
36,"Aachen Hbf","Berlin Hbf","6:28 AM","12:11 PM",1,"5:43","RE, ICE","",343,1,0
36,"Aachen Hbf","Berlin Hbf","9:18 AM","3:11 PM",1,"5:53","RE, ICE","",353,1,0
37,"Aachen Hbf","Bernburg","8:51 AM","5:55 PM",4,"9:04","RE, S, IC, IC, RB","",544,0,1
37,"Aachen Hbf","Bernburg","6:13 AM","1:55 PM",4,"7:42","RE, RE, IC, IC, RB","",462,0,1
37,"Aachen Hbf","Bernburg","8:13 AM","3:55 PM",4,"7:42","RE, RE, IC, IC, RB","",462,0,1
37,"Aachen Hbf","Bernburg","7:51 AM","2:52 PM",2,"7:01","RE, IC, RB","",421,0,1
37,"Aachen Hbf","Bernburg","7:39 AM","1:55 PM",3,"6:16","ICE, ICE, IC, RB","",376,1,1
37,"Aachen Hbf","Bernburg","6:18 AM","1:55 PM",5,"7:37","RE, RE, RE, IC, IC, RB","",457,0,1
37,"Aachen Hbf","Bernburg","9:18 AM","3:55 PM",3,"6:37","RE, ICE, IC, RB","",397,1,1
37,"Aachen Hbf","Bernburg","8:18 AM","3:55 PM",5,"7:37","RE, RE, RE, IC, IC, RB","",457,0,1
38,"Aachen Hbf","Biberach(Ri§)","7:39 AM","12:48 PM",2,"5:09","ICE, ICE, RB","",309,1,0
38,"Aachen Hbf","Biberach(Ri§)","8:51 AM","2:18 PM",2,"5:27","RE, ICE, RB","",327,1,0
38,"Aachen Hbf","Biberach(Ri§)","9:51 AM","3:48 PM",3,"5:57","RE, EC, ICE, RB","",357,1,0
38,"Aachen Hbf","Biberach(Ri§)","7:51 AM","2:18 PM",3,"6:27","RE, EC, ICE, RB","",387,1,0
38,"Aachen Hbf","Biberach(Ri§)","7:51 AM","12:48 PM",3,"4:57","RE, ICE, ICE, RB","",297,1,0
38,"Aachen Hbf","Biberach(Ri§)","9:51 AM","2:47 PM",3,"4:56","RE, ICE, ICE, RB","",296,1,0
38,"Aachen Hbf","Biberach(Ri§)","6:56 AM","2:18 PM",2,"7:22","RE, EC, RB","",442,0,0
39,"Aachen Hbf","Bielefeld Hbf","7:18 AM","10:58 AM",2,"3:40","RE, RE, RE","",220,0,0
39,"Aachen Hbf","Bielefeld Hbf","8:39 AM","11:35 AM",1,"2:56","THA, ICE","",176,1,0
39,"Aachen Hbf","Bielefeld Hbf","9:13 AM","12:58 PM",1,"3:45","RE, RE","",225,0,0
39,"Aachen Hbf","Bielefeld Hbf","6:28 AM","9:35 AM",1,"3:07","RE, ICE","",187,1,0
39,"Aachen Hbf","Bielefeld Hbf","8:18 AM","11:58 AM",2,"3:40","RE, RE, RE","",220,0,0
39,"Aachen Hbf","Bielefeld Hbf","8:51 AM","12:32 PM",1,"3:41","RE, ERB","",221,0,0
39,"Aachen Hbf","Bielefeld Hbf","6:18 AM","9:58 AM",2,"3:40","RE, RE, RE","",220,0,0
39,"Aachen Hbf","Bielefeld Hbf","9:18 AM","12:58 PM",2,"3:40","RE, RE, RE","",220,0,0
39,"Aachen Hbf","Bielefeld Hbf","6:13 AM","9:58 AM",1,"3:45","RE, RE","",225,0,0
39,"Aachen Hbf","Bielefeld Hbf","7:13 AM","10:58 AM",1,"3:45","RE, RE","",225,0,0
39,"Aachen Hbf","Bielefeld Hbf","7:39 AM","10:36 AM",1,"2:57","ICE, ICE","",177,1,0
39,"Aachen Hbf","Bielefeld Hbf","6:51 AM","10:32 AM",1,"3:41","RE, ERB","",221,0,0
39,"Aachen Hbf","Bielefeld Hbf","8:13 AM","11:58 AM",1,"3:45","RE, RE","",225,0,0
39,"Aachen Hbf","Bielefeld Hbf","9:18 AM","12:36 PM",1,"3:18","RE, ICE","",198,1,0
39,"Aachen Hbf","Bielefeld Hbf","7:51 AM","11:13 AM",1,"3:22","RE, IC","",202,0,1
40,"Aachen Hbf","Bitburg-Erdorf","6:18 AM","9:34 AM",1,"3:16","RE, RE","",196,0,0
40,"Aachen Hbf","Bitburg-Erdorf","8:18 AM","11:31 AM",1,"3:13","RE, RE","",193,0,0
40,"Aachen Hbf","Bitburg-Erdorf","7:18 AM","10:54 AM",1,"3:36","RE, RE","",216,0,0
40,"Aachen Hbf","Bitburg-Erdorf","9:18 AM","12:54 PM",1,"3:36","RE, RE","",216,0,0
41,"Aachen Hbf","Bochum Hbf","7:13 AM","9:24 AM",1,"2:11","RE, RE","",131,0,0
41,"Aachen Hbf","Bochum Hbf","8:51 AM","11:03 AM",0,"2:12","RE","",132,0,0
41,"Aachen Hbf","Bochum Hbf","8:13 AM","10:24 AM",1,"2:11","RE, RE","",131,0,0
41,"Aachen Hbf","Bochum Hbf","6:13 AM","8:24 AM",1,"2:11","RE, RE","",131,0,0
41,"Aachen Hbf","Bochum Hbf","6:18 AM","8:33 AM",2,"2:15","RE, S, ICE","",135,1,0
41,"Aachen Hbf","Bochum Hbf","7:51 AM","10:03 AM",0,"2:12","RE","",132,0,0
41,"Aachen Hbf","Bochum Hbf","9:13 AM","11:24 AM",1,"2:11","RE, RE","",131,0,0
41,"Aachen Hbf","Bochum Hbf","8:39 AM","10:33 AM",1,"1:54","THA, ICE","",114,1,0
41,"Aachen Hbf","Bochum Hbf","6:51 AM","9:03 AM",0,"2:12","RE","",132,0,0
41,"Aachen Hbf","Bochum Hbf","7:39 AM","9:33 AM",1,"1:54","ICE, ICE","",114,1,0
41,"Aachen Hbf","Bochum Hbf","6:56 AM","9:09 AM",1,"2:13","RE, ICE","",133,1,0
42,"Aachen Hbf","Bonn Hbf","6:51 AM","8:12 AM",1,"1:21","RE, ICE","",81,1,0
42,"Aachen Hbf","Bonn Hbf","6:28 AM","8:06 AM",1,"1:38","RE, RB","",98,0,0
42,"Aachen Hbf","Bonn Hbf","6:56 AM","8:35 AM",1,"1:39","RE, EC","",99,0,0
42,"Aachen Hbf","Bonn Hbf","7:51 AM","9:12 AM",1,"1:21","RE, EC","",81,0,0
42,"Aachen Hbf","Bonn Hbf","7:39 AM","8:55 AM",1,"1:16","ICE, RE","",76,1,0
42,"Aachen Hbf","Bonn Hbf","6:18 AM","7:55 AM",1,"1:37","RE, RE","",97,0,0
42,"Aachen Hbf","Bonn Hbf","8:39 AM","9:55 AM",1,"1:16","THA, RE","",76,0,0
42,"Aachen Hbf","Bonn Hbf","9:18 AM","10:55 AM",1,"1:37","RE, RE","",97,0,0
42,"Aachen Hbf","Bonn Hbf","8:51 AM","10:12 AM",1,"1:21","RE, ICE","",81,1,0
43,"Aachen Hbf","Borken(Westf)","7:51 AM","11:27 AM",1,"3:36","RE, NWB","",216,0,0
43,"Aachen Hbf","Borken(Westf)","6:51 AM","10:27 AM",1,"3:36","RE, NWB","",216,0,0
43,"Aachen Hbf","Borken(Westf)","9:13 AM","12:27 PM",2,"3:14","RE, ICE, NWB","",194,1,0
43,"Aachen Hbf","Borken(Westf)","7:13 AM","10:27 AM",2,"3:14","RE, RE, NWB","",194,0,0
43,"Aachen Hbf","Borken(Westf)","8:13 AM","11:27 AM",2,"3:14","RE, RE, NWB","",194,0,0
43,"Aachen Hbf","Borken(Westf)","8:51 AM","12:27 PM",1,"3:36","RE, NWB","",216,0,0
43,"Aachen Hbf","Borken(Westf)","8:13 AM","11:27 AM",2,"3:14","RE, ICE, NWB","",194,1,0
43,"Aachen Hbf","Borken(Westf)","8:39 AM","11:27 AM",2,"2:48","THA, ICE, NWB","",168,1,0
43,"Aachen Hbf","Borken(Westf)","9:18 AM","12:27 PM",3,"3:09","RE, S, ICE, NWB","",189,1,0
43,"Aachen Hbf","Borken(Westf)","7:13 AM","10:27 AM",2,"3:14","RE, ICE, NWB","",194,1,0
43,"Aachen Hbf","Borken(Westf)","6:13 AM","9:27 AM",2,"3:14","RE, ICE, NWB","",194,1,0
43,"Aachen Hbf","Borken(Westf)","7:39 AM","10:27 AM",2,"2:48","ICE, ICE, NWB","",168,1,0
43,"Aachen Hbf","Borken(Westf)","6:18 AM","9:27 AM",3,"3:09","RE, S, ICE, NWB","",189,1,0
43,"Aachen Hbf","Borken(Westf)","9:13 AM","12:27 PM",2,"3:14","RE, RE, NWB","",194,0,0
43,"Aachen Hbf","Borken(Westf)","6:13 AM","9:27 AM",2,"3:14","RE, RE, NWB","",194,0,0
44,"Aachen Hbf","Borna(Leipzig)","9:51 AM","5:20 PM",3,"7:29","RE, ICE, IC, MRB","",449,1,1
44,"Aachen Hbf","Borna(Leipzig)","8:51 AM","4:20 PM",3,"7:29","RE, ICE, ICE, MRB","",449,1,0
44,"Aachen Hbf","Borna(Leipzig)","7:39 AM","3:20 PM",3,"7:41","ICE, ICE, IC, MRB","",461,1,1
44,"Aachen Hbf","Borna(Leipzig)","7:39 AM","3:20 PM",2,"7:41","ICE, IC, MRB","",461,1,1
44,"Aachen Hbf","Borna(Leipzig)","9:18 AM","5:20 PM",3,"8:02","RE, ICE, IC, MRB","",482,1,1
44,"Aachen Hbf","Borna(Leipzig)","9:51 AM","6:20 PM",3,"8:29","RE, EC, ICE, MRB","",509,1,0
44,"Aachen Hbf","Borna(Leipzig)","9:51 AM","7:20 PM",4,"9:29","RE, EC, RE, IC, MRB","",569,0,1
44,"Aachen Hbf","Borna(Leipzig)","6:51 AM","2:20 PM",3,"7:29","RE, ICE, ICE, MRB","",449,1,0
44,"Aachen Hbf","Borna(Leipzig)","7:51 AM","4:20 PM",2,"8:29","RE, IC, MRB","",509,0,1
44,"Aachen Hbf","Borna(Leipzig)","7:51 AM","3:20 PM",3,"7:29","RE, ICE, IC, MRB","",449,1,1
45,"Aachen Hbf","Bottrop Hbf","7:39 AM","9:43 AM",2,"2:04","ICE, ICE, NWB","",124,1,0
45,"Aachen Hbf","Bottrop Hbf","7:13 AM","9:57 AM",1,"2:44","RE, S","",164,0,0
45,"Aachen Hbf","Bottrop Hbf","6:18 AM","8:43 AM",3,"2:25","RE, S, ICE, NWB","",145,1,0
45,"Aachen Hbf","Bottrop Hbf","9:13 AM","11:37 AM",2,"2:24","RE, RE, S","",144,0,0
45,"Aachen Hbf","Bottrop Hbf","7:38 AM","9:57 AM",2,"2:19","RB, S, S","",139,0,0
45,"Aachen Hbf","Bottrop Hbf","8:39 AM","10:43 AM",2,"2:04","THA, ICE, NWB","",124,1,0
45,"Aachen Hbf","Bottrop Hbf","9:13 AM","11:57 AM",1,"2:44","RE, S","",164,0,0
45,"Aachen Hbf","Bottrop Hbf","8:13 AM","10:37 AM",2,"2:24","RE, RE, S","",144,0,0
45,"Aachen Hbf","Bottrop Hbf","6:13 AM","8:57 AM",1,"2:44","RE, S","",164,0,0
45,"Aachen Hbf","Bottrop Hbf","8:51 AM","11:17 AM",1,"2:26","RE, S","",146,0,0
45,"Aachen Hbf","Bottrop Hbf","6:38 AM","8:57 AM",2,"2:19","RB, S, S","",139,0,0
45,"Aachen Hbf","Bottrop Hbf","7:13 AM","9:37 AM",2,"2:24","RE, RE, S","",144,0,0
45,"Aachen Hbf","Bottrop Hbf","8:38 AM","10:57 AM",2,"2:19","RB, S, S","",139,0,0
45,"Aachen Hbf","Bottrop Hbf","7:51 AM","10:17 AM",1,"2:26","RE, S","",146,0,0
45,"Aachen Hbf","Bottrop Hbf","6:13 AM","8:37 AM",2,"2:24","RE, RE, S","",144,0,0
45,"Aachen Hbf","Bottrop Hbf","6:51 AM","9:17 AM",1,"2:26","RE, S","",146,0,0
45,"Aachen Hbf","Bottrop Hbf","8:13 AM","10:57 AM",1,"2:44","RE, S","",164,0,0
46,"Aachen Hbf","Brake(Unterweser)","9:51 AM","3:54 PM",2,"6:03","RE, IC, NWB","",363,0,1
46,"Aachen Hbf","Brake(Unterweser)","8:51 AM","2:54 PM",2,"6:03","RE, IC, NWB","",363,0,1
46,"Aachen Hbf","Brake(Unterweser)","7:51 AM","1:54 PM",2,"6:03","RE, IC, NWB","",363,0,1
46,"Aachen Hbf","Brake(Unterweser)","6:56 AM","12:54 PM",2,"5:58","RE, IC, NWB","",358,0,1
47,"Aachen Hbf","Brandenburg Hbf","7:39 AM","1:57 PM",3,"6:18","ICE, ICE, IC, RE","",378,1,1
47,"Aachen Hbf","Brandenburg Hbf","8:39 AM","3:56 PM",2,"7:17","THA, ICE, RE","",437,1,0
47,"Aachen Hbf","Brandenburg Hbf","6:28 AM","1:56 PM",2,"7:28","RE, ICE, RE","",448,1,0
47,"Aachen Hbf","Brandenburg Hbf","9:18 AM","3:57 PM",3,"6:39","RE, ICE, IC, RE","",399,1,1
47,"Aachen Hbf","Brandenburg Hbf","6:28 AM","1:48 PM",3,"7:20","RE, ICE, RE, OE","",440,1,0
47,"Aachen Hbf","Brandenburg Hbf","8:39 AM","3:32 PM",3,"6:53","THA, ICE, S, RE","[g0]",413,1,0
47,"Aachen Hbf","Brandenburg Hbf","8:39 AM","3:32 PM",4,"6:53","THA, ICE, S, S, RE","[g0]",413,1,0
